MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_412;Rho_wn_IS_443;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_665;Rho_wn_IS_681;Rho_wn_IS_708;Rho_wn_IS_753;Lw_IS_412;Lw_IS_443;Lw_IS_490;Lw_IS_510;Lw_IS_560;Lw_IS_620;Lw_IS_665;Lw_IS_681;Lw_IS_708;Lw_IS_753;Es_IS_412;Es_IS_443;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_665;Es_IS_681;Es_IS_708;Es_IS_753
MOBY_2087_b_oc;MOBY;KennethVoss;    20.828;  -157.210;20060914T223904Z;P10100100;M111110111101110100;    15.000;    17.562;       0.040356;       0.030506;       0.019794;       0.010544;       0.004174;       0.000407;       0.000146;       0.000131;       0.000026;       0.000003;       1.752100;       1.474900;       1.028700;       0.550000;       0.207200;       0.018100;       0.006300;       0.005500;       0.001000;       0.000100;     137.000000;     152.500000;     163.899994;     164.800003;     156.800003;     140.600006;     136.199997;     132.600006;     121.699997;     114.000000
MOBY_2088_b_oc;MOBY;KennethVoss;    20.834;  -157.193;20060610T000816Z;P10100100;M111110111101110100;    13.000;    23.262;       0.044345;       0.032454;       0.020252;       0.010567;       0.004113;       0.000400;       0.000133;       0.000109;       0.000024;       0.000003;       1.826200;       1.487100;       0.998800;       0.522700;       0.193700;       0.017000;       0.005500;       0.004400;       0.000900;       0.000100;     130.100006;     144.899994;     156.000000;     156.899994;     149.300003;     134.800003;     131.100006;     127.699997;     117.400002;     110.099998
MOBY_2089_b_oc;MOBY;KennethVoss;    20.832;  -157.191;20060613T000817Z;P10100100;M111110111101110100;    13.000;    23.128;       0.050590;       0.036576;       0.021812;       0.010979;       0.004148;       0.000398;       0.000137;       0.000116;       0.000025;            NaN;       2.067200;       1.659700;       1.062600;       0.536100;       0.192600;       0.016700;       0.005600;       0.004600;       0.000900;            NaN;     129.100006;     143.500000;     154.100006;     154.899994;     147.199997;     133.100006;     129.399994;     126.000000;     115.800003;     108.599998
MOBY_2090_b_oc;MOBY;KennethVoss;    20.833;  -157.193;20060614T000817Z;P10100100;M111110111101110100;    14.000;    23.079;       0.043880;       0.032422;       0.020060;       0.010277;       0.003914;       0.000365;       0.000129;       0.000111;       0.000024;       0.000005;       2.008300;       1.660900;       1.113000;       0.573100;       0.209000;       0.017700;       0.006100;       0.005100;       0.001000;       0.000200;     144.600006;     162.000000;     175.500000;     176.899994;     169.300003;     153.699997;     149.600006;     145.899994;     133.699997;     126.000000
MOBY_2091_b_oc;MOBY;KennethVoss;    20.827;  -157.201;20060615T000817Z;P10100100;M111110111101110100;    14.000;    23.026;       0.045707;       0.033690;       0.021080;       0.010861;       0.004163;       0.000388;       0.000133;       0.000116;       0.000025;       0.000003;       1.864800;       1.526700;       1.025000;       0.529700;       0.192900;       0.016200;       0.005400;       0.004600;       0.000900;       0.000100;     128.899994;     143.300003;     153.800003;     154.699997;     146.899994;     132.500000;     128.600006;     125.300003;     115.400002;     107.900002
MOBY_2092_b_oc;MOBY;KennethVoss;    20.829;  -157.209;20060622T000819Z;P10100100;M111110111101110100;    15.000;    22.675;       0.047261;       0.035567;       0.021470;       0.010851;       0.004129;       0.000397;       0.000138;       0.000118;       0.000028;       0.000015;       1.890900;       1.580500;       1.023100;       0.518400;       0.187600;       0.016300;       0.005500;       0.004600;       0.001000;       0.000500;     126.400002;     140.500000;     150.699997;     151.500000;     144.000000;     130.100006;     126.300003;     123.099998;     113.099998;     106.000000
MOBY_2093_b_oc;MOBY;KennethVoss;    20.831;  -157.188;20060624T000821Z;P10100100;M111110111101110100;    13.000;    22.594;       0.046957;       0.034971;       0.021352;       0.010902;       0.004129;       0.000389;       0.000134;       0.000109;       0.000026;       0.000003;       1.953100;       1.620400;       1.066100;       0.547000;       0.198000;       0.017000;       0.005700;       0.004500;       0.001000;       0.000100;     131.399994;     146.500000;     157.899994;     159.100006;     152.000000;     138.500000;     134.500000;     131.100006;     120.500000;     113.099998
MOBY_2094_b_oc;MOBY;KennethVoss;    20.824;  -157.196;20060625T000819Z;P10100100;M111110111101110100;    14.000;    22.538;       0.045738;       0.034123;       0.020542;       0.010374;       0.003931;       0.000371;       0.000128;       0.000109;       0.000024;       0.000003;       1.893700;       1.569300;       1.014000;       0.513300;       0.185200;       0.015800;       0.005300;       0.004400;       0.000900;       0.000100;     130.800003;     145.399994;     156.100006;     156.899994;     149.300003;     135.000000;     131.100006;     127.699997;     117.099998;     110.000000
MOBY_2095_b_oc;MOBY;KennethVoss;    20.826;  -157.204;20060627T000819Z;P10100100;M111110111101110100;    14.000;    22.431;       0.043283;       0.032044;       0.020132;       0.010416;       0.004028;       0.000377;       0.000134;       0.000122;       0.000024;       0.000003;       1.779900;       1.463700;       0.988800;       0.512500;       0.188900;       0.016000;       0.005500;       0.004900;       0.000900;       0.000100;     129.899994;     144.399994;     155.300003;     156.000000;     148.600006;     134.500000;     130.500000;     127.199997;     116.300003;     109.699997
MOBY_2096_b_oc;MOBY;KennethVoss;    20.829;  -157.186;20060630T000820Z;P10100100;M111110111101110100;    13.000;    22.302;       0.045735;       0.033983;       0.020806;       0.010681;       0.004091;       0.000403;       0.000143;       0.000116;       0.000025;       0.000003;       1.828500;       1.508200;       0.990300;       0.509700;       0.185500;       0.016500;       0.005700;       0.004500;       0.000900;       0.000100;     126.300003;     140.300003;     150.500000;     151.300003;     143.699997;     129.899994;     126.099998;     122.900002;     112.900002;     105.800003
MOBY_2097_b_oc;MOBY;KennethVoss;    20.823;  -157.202;20060703T000821Z;P10100100;M111110111101110100;    15.000;    22.132;       0.044186;       0.033659;       0.021573;       0.011334;       0.004460;       0.000434;       0.000152;       0.000132;       0.000028;       0.000006;       1.751700;       1.481500;       1.018300;       0.535800;       0.200500;       0.017600;       0.006000;       0.005100;       0.001000;       0.000200;     125.199997;     139.100006;     149.199997;     149.800003;     142.399994;     128.699997;     125.000000;     121.800003;     111.800003;     104.900002
MOBY_2098_b_oc;MOBY;KennethVoss;    20.829;  -157.208;20060704T000827Z;P10100100;M111110111101110100;    14.000;    22.081;       0.042017;       0.031572;       0.019950;       0.010350;       0.004007;       0.000391;       0.000137;       0.000116;       0.000025;       0.000006;       1.720000;       1.434400;       0.972500;       0.505800;       0.186200;       0.016400;       0.005600;       0.004600;       0.000900;       0.000200;     129.300003;     143.600006;     154.100006;     154.899994;     147.199997;     133.000000;     129.199997;     125.900002;     115.900002;     108.500000
MOBY_2099_b_oc;MOBY;KennethVoss;    20.823;  -157.202;20060705T000821Z;P10100100;M111110111101110100;    15.000;    22.046;       0.042995;       0.032453;       0.020554;       0.010717;       0.004147;       0.000391;       0.000139;       0.000122;       0.000025;       0.000003;       1.738300;       1.456000;       0.989600;       0.517000;       0.190200;       0.016200;       0.005600;       0.004800;       0.000900;       0.000100;     127.699997;     141.800003;     152.199997;     152.899994;     145.300003;     131.300003;     127.500000;     124.199997;     114.199997;     107.000000
MOBY_2100_b_oc;MOBY;KennethVoss;    20.828;  -157.188;20060707T000822Z;P10100100;M111110111101110100;    13.000;    21.979;       0.040800;       0.030886;       0.019523;       0.010144;       0.003925;       0.000395;       0.000138;       0.000114;       0.000027;       0.000003;       1.688300;       1.420900;       0.964700;       0.502500;       0.185000;       0.016800;       0.005700;       0.004600;       0.001000;       0.000100;     130.699997;     145.399994;     156.199997;     157.000000;     149.300003;     134.899994;     130.899994;     127.599998;     117.199997;     109.900002
MOBY_2101_b_oc;MOBY;KennethVoss;    20.830;  -157.204;20060709T000822Z;P10100100;M111110111101110100;    14.000;    21.892;       0.042415;       0.031856;       0.020048;       0.010452;       0.004052;       0.000401;       0.000144;       0.000125;       0.000027;       0.000003;       1.741700;       1.453500;       0.981800;       0.513200;       0.189200;       0.016900;       0.005900;       0.005000;       0.001000;       0.000100;     129.699997;     144.199997;     154.800003;     155.600006;     147.899994;     133.600006;     129.800003;     126.500000;     116.400002;     108.900002
MOBY_2102_b_oc;MOBY;KennethVoss;    20.823;  -157.207;20060710T000823Z;P10100100;M111110111101110100;    15.000;    21.857;       0.043837;       0.033338;       0.020814;       0.010750;       0.004146;       0.000404;       0.000146;       0.000127;       0.000027;       0.000003;       1.806900;       1.526300;       1.023200;       0.529800;       0.194200;       0.017100;       0.006000;       0.005100;       0.001000;       0.000100;     130.199997;     144.699997;     155.399994;     156.199997;     148.399994;     134.100006;     130.199997;     126.800003;     116.800003;     109.199997
MOBY_2103_b_oc;MOBY;KennethVoss;    20.821;  -157.206;20060712T000823Z;P10100100;M111110111101110100;    15.000;    21.799;       0.034957;       0.027015;       0.017967;       0.009576;       0.003809;       0.000384;       0.000140;       0.000129;       0.000027;       0.000003;       1.470400;       1.263100;       0.901900;       0.482000;       0.182300;       0.016600;       0.005900;       0.005300;       0.001000;       0.000100;     132.800003;     147.699997;     158.600006;     159.399994;     151.500000;     136.899994;     133.000000;     129.600006;     119.000000;     111.599998
MOBY_2104_b_oc;MOBY;KennethVoss;    20.818;  -157.203;20060714T000823Z;P10100100;M111110111101110100;    15.000;    21.754;       0.034347;       0.027098;       0.018240;       0.009882;       0.004028;       0.000404;       0.000147;       0.000138;       0.000027;       0.000006;       1.424400;       1.251000;       0.904900;       0.492600;       0.191200;       0.017300;       0.006100;       0.005600;       0.001000;       0.000200;     130.899994;     145.800003;     156.699997;     157.800003;     150.199997;     135.699997;     131.600006;     128.199997;     118.500000;     110.300003
MOBY_2105_b_oc;MOBY;KennethVoss;    20.814;  -157.198;20060716T000825Z;P10100100;M111110111101110100;    14.000;    21.723;       0.033491;       0.026357;       0.018042;       0.009999;       0.004169;       0.000411;       0.000152;       0.000140;       0.000030;       0.000003;       1.500800;       1.316500;       0.970200;       0.538500;       0.213500;       0.018900;       0.006800;       0.006100;       0.001200;       0.000100;     141.399994;     157.699997;     169.800003;     170.399994;     162.000000;     145.699997;     141.600006;     138.000000;     125.599998;     118.699997
MOBY_2106_b_oc;MOBY;KennethVoss;    20.813;  -157.194;20060717T000824Z;P10100100;M111110111101110100;    14.000;    21.714;       0.035298;       0.028227;       0.019227;       0.010477;       0.004238;       0.000392;       0.000140;       0.000123;       0.000025;       0.000006;       1.443800;       1.285300;       0.940500;       0.514000;       0.197700;       0.016500;       0.005700;       0.004900;       0.000900;       0.000200;     129.100006;     143.800003;     154.500000;     155.300003;     147.600006;     133.399994;     129.300003;     126.000000;     115.900002;     108.400002
